Hour Ending,NORTH
2/1/2021 0:00:00,753.758921
2/1/2021 1:00:00,751.970192
2/1/2021 2:00:00,763.8434
2/1/2021 3:00:00,769.055676
2/1/2021 4:00:00,779.835854
2/1/2021 5:00:00,805.209133
2/1/2021 6:00:00,862.304267
2/1/2021 7:00:00,952.835221
2/1/2021 8:00:00,994.71553
2/1/2021 9:00:00,965.560968
2/1/2021 10:00:00,922.552665
2/1/2021 11:00:00,876.331112
2/1/2021 12:00:00,826.622316
2/1/2021 13:00:00,784.727689
2/1/2021 14:00:00,756.610252
2/1/2021 15:00:00,730.400532
2/1/2021 16:00:00,716.026443
2/1/2021 17:00:00,717.295148
2/1/2021 18:00:00,733.907586
2/1/2021 19:00:00,790.953388
2/1/2021 20:00:00,811.790913
2/1/2021 21:00:00,816.824235
2/1/2021 22:00:00,807.746592
2/1/2021 23:00:00,782.356147
2/2/2021 0:00:00,754.305556
2/2/2021 1:00:00,736.767987
2/2/2021 2:00:00,731.26422
2/2/2021 3:00:00,734.47324
2/2/2021 4:00:00,744.11722
2/2/2021 5:00:00,765.332574
2/2/2021 6:00:00,810.586797
