Hour Ending,NORTH
2/2/2021 7:00:00,878.822382
2/2/2021 8:00:00,903.925544
2/2/2021 9:00:00,890.014612
2/2/2021 10:00:00,857.954632
2/2/2021 11:00:00,824.666625
2/2/2021 12:00:00,784.054887
2/2/2021 13:00:00,752.798931
2/2/2021 14:00:00,728.182145
2/2/2021 15:00:00,705.731106
2/2/2021 16:00:00,697.270852
2/2/2021 17:00:00,702.598196
2/2/2021 18:00:00,727.651675
2/2/2021 19:00:00,773.702982
2/2/2021 20:00:00,787.344009
2/2/2021 21:00:00,782.726444
2/2/2021 22:00:00,763.756353
2/2/2021 23:00:00,739.547576
2/3/2021 0:00:00,720.198643
2/3/2021 1:00:00,727.187251
2/3/2021 2:00:00,727.03182
2/3/2021 3:00:00,724.094591
2/3/2021 4:00:00,732.314399
2/3/2021 5:00:00,760.412812
2/3/2021 6:00:00,799.369352
2/3/2021 7:00:00,875.609196
2/3/2021 8:00:00,901.364679
2/3/2021 9:00:00,880.558017
2/3/2021 10:00:00,843.680054
2/3/2021 11:00:00,801.77917
2/3/2021 12:00:00,766.739844
2/3/2021 13:00:00,727.738129
2/3/2021 14:00:00,711.931714
2/3/2021 15:00:00,699.87824
2/3/2021 16:00:00,695.468631
2/3/2021 17:00:00,699.945136
2/3/2021 18:00:00,708.928577
2/3/2021 19:00:00,748.040341
2/3/2021 20:00:00,753.470182
2/3/2021 21:00:00,743.192346
2/3/2021 22:00:00,718.574431
2/3/2021 23:00:00,678.836792
2/4/2021 0:00:00,645.308686
2/4/2021 1:00:00,613.573041
2/4/2021 2:00:00,598.999389
2/4/2021 3:00:00,590.525966
2/4/2021 4:00:00,592.785732
2/4/2021 5:00:00,603.816614
2/4/2021 6:00:00,637.766699
2/4/2021 7:00:00,698.482237
2/4/2021 8:00:00,729.673725
2/4/2021 9:00:00,738.98058
2/4/2021 10:00:00,747.165667
2/4/2021 11:00:00,750.733561
2/4/2021 12:00:00,748.413421
2/4/2021 13:00:00,742.434809
2/4/2021 14:00:00,731.567808
2/4/2021 15:00:00,710.127227
2/4/2021 16:00:00,698.413572
2/4/2021 17:00:00,695.327157
2/4/2021 18:00:00,717.393135
2/4/2021 19:00:00,768.27781
2/4/2021 20:00:00,788.246729
2/4/2021 21:00:00,795.11685
2/4/2021 22:00:00,783.901366
2/4/2021 23:00:00,757.498069
2/5/2021 0:00:00,736.783754
2/5/2021 1:00:00,724.007746
2/5/2021 2:00:00,734.731147
2/5/2021 3:00:00,731.505318
2/5/2021 4:00:00,737.765027
2/5/2021 5:00:00,756.14558
2/5/2021 6:00:00,800.87226
2/5/2021 7:00:00,871.217518
2/5/2021 8:00:00,904.905474
2/5/2021 9:00:00,898.322267
2/5/2021 10:00:00,876.808119
2/5/2021 11:00:00,835.414212
2/5/2021 12:00:00,797.272996
2/5/2021 13:00:00,758.505844
2/5/2021 14:00:00,731.50452
2/5/2021 15:00:00,713.966158
2/5/2021 16:00:00,710.676493
2/5/2021 17:00:00,714.192428
2/5/2021 18:00:00,725.315053
2/5/2021 19:00:00,772.477927
2/5/2021 20:00:00,790.751815
2/5/2021 21:00:00,792.077812
2/5/2021 22:00:00,792.602811
2/5/2021 23:00:00,774.80621
2/6/2021 0:00:00,757.389725
2/6/2021 1:00:00,739.270798
2/6/2021 2:00:00,734.807078
2/6/2021 3:00:00,732.54482
2/6/2021 4:00:00,734.335651
2/6/2021 5:00:00,744.939291
2/6/2021 6:00:00,761.49517
2/6/2021 7:00:00,787.67563
2/6/2021 8:00:00,812.155055
2/6/2021 9:00:00,837.394116
2/6/2021 10:00:00,869.461021
2/6/2021 11:00:00,874.598786
2/6/2021 12:00:00,851.718153
2/6/2021 13:00:00,836.21971
2/6/2021 14:00:00,823.39146
2/6/2021 15:00:00,797.589498
2/6/2021 16:00:00,774.257757
2/6/2021 17:00:00,772.039179
2/6/2021 18:00:00,785.390124
2/6/2021 19:00:00,811.500516
2/6/2021 20:00:00,823.752986
2/6/2021 21:00:00,826.455717
2/6/2021 22:00:00,818.352205
2/6/2021 23:00:00,802.158877
2/7/2021 0:00:00,781.335326
2/7/2021 1:00:00,778.252137
2/7/2021 2:00:00,773.060614
2/7/2021 3:00:00,773.587488
2/7/2021 4:00:00,787.532267
2/7/2021 5:00:00,814.167051
2/7/2021 6:00:00,831.27142
2/7/2021 7:00:00,854.438258
2/7/2021 8:00:00,877.366399
2/7/2021 9:00:00,905.518145
2/7/2021 10:00:00,920.805458
2/7/2021 11:00:00,910.024343
2/7/2021 12:00:00,876.35225
2/7/2021 13:00:00,838.996855
2/7/2021 14:00:00,793.529319
2/7/2021 15:00:00,752.749942
2/7/2021 16:00:00,728.636102
2/7/2021 17:00:00,723.549641
2/7/2021 18:00:00,733.191313
2/7/2021 19:00:00,771.01428
2/7/2021 20:00:00,802.289476
2/7/2021 21:00:00,817.162131
2/7/2021 22:00:00,821.338669
2/7/2021 23:00:00,799.620254
2/8/2021 0:00:00,770.251408
2/8/2021 1:00:00,750.773974
2/8/2021 2:00:00,749.266726
2/8/2021 3:00:00,753.088153
2/8/2021 4:00:00,762.059758
2/8/2021 5:00:00,771.339196
2/8/2021 6:00:00,806.321577
2/8/2021 7:00:00,872.813975
2/8/2021 8:00:00,905.460139
2/8/2021 9:00:00,906.063324
2/8/2021 10:00:00,913.021166
2/8/2021 11:00:00,909.494694
2/8/2021 12:00:00,905.225247
2/8/2021 13:00:00,900.987825
2/8/2021 14:00:00,896.841446
2/8/2021 15:00:00,877.77324
2/8/2021 16:00:00,867.027864
2/8/2021 17:00:00,867.951094
2/8/2021 18:00:00,878.287453
2/8/2021 19:00:00,917.69185
2/8/2021 20:00:00,930.834128
2/8/2021 21:00:00,928.754492
2/8/2021 22:00:00,912.172396
2/8/2021 23:00:00,886.092732
2/9/2021 0:00:00,863.12791
2/9/2021 1:00:00,849.903715
2/9/2021 2:00:00,856.8286
2/9/2021 3:00:00,878.135549
2/9/2021 4:00:00,909.756224
2/9/2021 5:00:00,951.429826
2/9/2021 6:00:00,1016.02629
2/9/2021 7:00:00,1098.358666
2/9/2021 8:00:00,1138.902475
2/9/2021 9:00:00,1145.884155
2/9/2021 10:00:00,1144.946477
2/9/2021 11:00:00,1146.507973
2/9/2021 12:00:00,1136.77849
2/9/2021 13:00:00,1117.015707
2/9/2021 14:00:00,1102.45287
2/9/2021 15:00:00,1075.816678
2/9/2021 16:00:00,1056.235525
2/9/2021 17:00:00,1063.723897
2/9/2021 18:00:00,1087.658696
2/9/2021 19:00:00,1125.110893
2/9/2021 20:00:00,1134.412545
2/9/2021 21:00:00,1125.393462
2/9/2021 22:00:00,1096.340797
2/9/2021 23:00:00,1054.152693
2/10/2021 0:00:00,1026.776233
2/10/2021 1:00:00,1022.009764
2/10/2021 2:00:00,1027.422874
2/10/2021 3:00:00,1039.451019
2/10/2021 4:00:00,1048.170027
2/10/2021 5:00:00,1069.749226
2/10/2021 6:00:00,1115.888687
2/10/2021 7:00:00,1176.335976
2/10/2021 8:00:00,1205.600831
2/10/2021 9:00:00,1215.556216
2/10/2021 10:00:00,1221.109388
2/10/2021 11:00:00,1229.9093
2/10/2021 12:00:00,1223.456932
2/10/2021 13:00:00,1200.467144
2/10/2021 14:00:00,1190.13806
2/10/2021 15:00:00,1174.52227
2/10/2021 16:00:00,1156.340905
2/10/2021 17:00:00,1166.383761
2/10/2021 18:00:00,1182.97381
2/10/2021 19:00:00,1202.586924
2/10/2021 20:00:00,1199.808217
2/10/2021 21:00:00,1184.429497
2/10/2021 22:00:00,1154.636421
2/10/2021 23:00:00,1105.670944
2/11/2021 0:00:00,1078.855705
2/11/2021 1:00:00,1087.560033
2/11/2021 2:00:00,1093.21976
2/11/2021 3:00:00,1101.521001
2/11/2021 4:00:00,1109.507316
2/11/2021 5:00:00,1135.017931
2/11/2021 6:00:00,1176.250317
2/11/2021 7:00:00,1238.242187
2/11/2021 8:00:00,1272.898716
2/11/2021 9:00:00,1283.737605
2/11/2021 10:00:00,1285.150957
2/11/2021 11:00:00,1276.013409
2/11/2021 12:00:00,1262.667431
2/11/2021 13:00:00,1231.515813
2/11/2021 14:00:00,1207.02849
2/11/2021 15:00:00,1188.534116
