Hour Ending,WEST
1/31/2021 17:00:00,1001.715994
1/31/2021 18:00:00,1023.956781
1/31/2021 19:00:00,1088.64596
1/31/2021 20:00:00,1127.815397
1/31/2021 21:00:00,1139.653314
1/31/2021 22:00:00,1133.546483
1/31/2021 23:00:00,1122.587648
2/1/2021 0:00:00,1110.52141
2/1/2021 1:00:00,1139.275282
2/1/2021 2:00:00,1146.231264
2/1/2021 3:00:00,1161.072987
2/1/2021 4:00:00,1182.286239
2/1/2021 5:00:00,1235.044527
2/1/2021 6:00:00,1310.248736
2/1/2021 7:00:00,1441.912638
2/1/2021 8:00:00,1511.508238
2/1/2021 9:00:00,1452.838286
2/1/2021 10:00:00,1344.991453
2/1/2021 11:00:00,1263.852196
2/1/2021 12:00:00,1201.511014
2/1/2021 13:00:00,1134.779216
2/1/2021 14:00:00,1082.997156
2/1/2021 15:00:00,1028.579892
2/1/2021 16:00:00,1013.951431
2/1/2021 17:00:00,1016.942014
2/1/2021 18:00:00,1035.030853
2/1/2021 19:00:00,1108.790777
2/1/2021 20:00:00,1144.540191
2/1/2021 21:00:00,1164.183199
2/1/2021 22:00:00,1158.03701
2/1/2021 23:00:00,1126.186622
2/2/2021 0:00:00,1094.401408
2/2/2021 1:00:00,1075.147932
2/2/2021 2:00:00,1074.687362
2/2/2021 3:00:00,1076.990479
2/2/2021 4:00:00,1094.175715
2/2/2021 5:00:00,1136.761529
2/2/2021 6:00:00,1205.974023
2/2/2021 7:00:00,1313.308993
2/2/2021 8:00:00,1356.788593
2/2/2021 9:00:00,1324.408859
2/2/2021 10:00:00,1253.286121
2/2/2021 11:00:00,1190.125941
2/2/2021 12:00:00,1134.811561
2/2/2021 13:00:00,1082.868417
2/2/2021 14:00:00,1046.694821
2/2/2021 15:00:00,1017.181179
2/2/2021 16:00:00,1007.278961
2/2/2021 17:00:00,1018.422951
2/2/2021 18:00:00,1029.947558
2/2/2021 19:00:00,1089.514994
2/2/2021 20:00:00,1112.285929
2/2/2021 21:00:00,1110.969989
2/2/2021 22:00:00,1094.639208
2/2/2021 23:00:00,1057.640686
2/3/2021 0:00:00,1026.595665
2/3/2021 1:00:00,1006.261316
2/3/2021 2:00:00,1009.41
2/3/2021 3:00:00,1014.662264
2/3/2021 4:00:00,1027.649336
2/3/2021 5:00:00,1052.019812
2/3/2021 6:00:00,1118.978525
2/3/2021 7:00:00,1233.877388
2/3/2021 8:00:00,1287.488554
2/3/2021 9:00:00,1237.751464
2/3/2021 10:00:00,1169.312397
2/3/2021 11:00:00,1112.62599
2/3/2021 12:00:00,1068.40093
2/3/2021 13:00:00,1040.562436
2/3/2021 14:00:00,1030.591611
2/3/2021 15:00:00,1029.952735
2/3/2021 16:00:00,1035.793175
2/3/2021 17:00:00,1047.172893
2/3/2021 18:00:00,1046.17618
2/3/2021 19:00:00,1095.515636
2/3/2021 20:00:00,1106.072908
2/3/2021 21:00:00,1089.792854
2/3/2021 22:00:00,1052.787488
2/3/2021 23:00:00,999.25636
2/4/2021 0:00:00,948.635588
2/4/2021 1:00:00,916.76039
2/4/2021 2:00:00,901.954626
2/4/2021 3:00:00,893.900321
2/4/2021 4:00:00,892.712807
2/4/2021 5:00:00,907.108038
2/4/2021 6:00:00,950.381713
2/4/2021 7:00:00,1033.843717
2/4/2021 8:00:00,1076.542446
2/4/2021 9:00:00,1074.055268
2/4/2021 10:00:00,1065.13232
2/4/2021 11:00:00,1053.989143
2/4/2021 12:00:00,1045.074285
2/4/2021 13:00:00,1036.199855
2/4/2021 14:00:00,1022.351787
2/4/2021 15:00:00,1013.912543
2/4/2021 16:00:00,1008.649873
2/4/2021 17:00:00,1014.763543
2/4/2021 18:00:00,1033.087205
2/4/2021 19:00:00,1092.959199
2/4/2021 20:00:00,1121.102609
2/4/2021 21:00:00,1122.079895
2/4/2021 22:00:00,1107.551327
2/4/2021 23:00:00,1075.161487
2/5/2021 0:00:00,1047.516095
2/5/2021 1:00:00,996.604756
2/5/2021 2:00:00,995.552609
2/5/2021 3:00:00,1007.248274
2/5/2021 4:00:00,1024.15606
2/5/2021 5:00:00,1058.622165
2/5/2021 6:00:00,1122.860917
2/5/2021 7:00:00,1230.980278
2/5/2021 8:00:00,1301.501587
2/5/2021 9:00:00,1278.05726
2/5/2021 10:00:00,1242.929715
2/5/2021 11:00:00,1200.143178
2/5/2021 12:00:00,1156.263896
2/5/2021 13:00:00,1102.968934
2/5/2021 14:00:00,1067.691423
2/5/2021 15:00:00,1038.239051
2/5/2021 16:00:00,1025.561018
2/5/2021 17:00:00,1027.06335
2/5/2021 18:00:00,1040.190505
2/5/2021 19:00:00,1087.162754
2/5/2021 20:00:00,1107.026605
2/5/2021 21:00:00,1102.827317
2/5/2021 22:00:00,1102.154697
2/5/2021 23:00:00,1081.43031
2/6/2021 0:00:00,1053.932784
2/6/2021 1:00:00,1035.081421
2/6/2021 2:00:00,1027.694755
2/6/2021 3:00:00,1031.218869
2/6/2021 4:00:00,1040.599677
2/6/2021 5:00:00,1055.198834
2/6/2021 6:00:00,1086.940922
2/6/2021 7:00:00,1135.268392
2/6/2021 8:00:00,1190.359515
2/6/2021 9:00:00,1206.108239
2/6/2021 10:00:00,1189.519608
2/6/2021 11:00:00,1133.13237
2/6/2021 12:00:00,1085.146139
2/6/2021 13:00:00,1045.49094
2/6/2021 14:00:00,1023.632692
2/6/2021 15:00:00,1003.994008
2/6/2021 16:00:00,992.590772
2/6/2021 17:00:00,996.185841
2/6/2021 18:00:00,1008.887532
2/6/2021 19:00:00,1052.626265
2/6/2021 20:00:00,1090.610172
2/6/2021 21:00:00,1101.081049
2/6/2021 22:00:00,1100.023524
2/6/2021 23:00:00,1088.535864
2/7/2021 0:00:00,1074.590696
2/7/2021 1:00:00,1065.997127
2/7/2021 2:00:00,1072.922191
2/7/2021 3:00:00,1092.411299
2/7/2021 4:00:00,1114.790961
2/7/2021 5:00:00,1140.961432
2/7/2021 6:00:00,1183.254956
2/7/2021 7:00:00,1237.991284
2/7/2021 8:00:00,1295.628444
2/7/2021 9:00:00,1295.703352
2/7/2021 10:00:00,1249.38858
2/7/2021 11:00:00,1196.212873
2/7/2021 12:00:00,1142.666409
2/7/2021 13:00:00,1088.833941
2/7/2021 14:00:00,1048.025137
2/7/2021 15:00:00,1014.82582
2/7/2021 16:00:00,998.03147
2/7/2021 17:00:00,1004.027828
2/7/2021 18:00:00,1008.817485
2/7/2021 19:00:00,1036.575678
2/7/2021 20:00:00,1061.876098
2/7/2021 21:00:00,1066.382374
2/7/2021 22:00:00,1063.12241
2/7/2021 23:00:00,1035.708188
2/8/2021 0:00:00,985.706632
2/8/2021 1:00:00,939.042788
2/8/2021 2:00:00,922.084458
2/8/2021 3:00:00,925.41124
2/8/2021 4:00:00,929.435137
2/8/2021 5:00:00,955.45445
2/8/2021 6:00:00,1004.933954
2/8/2021 7:00:00,1097.882004
2/8/2021 8:00:00,1144.558108
2/8/2021 9:00:00,1122.907333
2/8/2021 10:00:00,1102.263656
2/8/2021 11:00:00,1080.701157
2/8/2021 12:00:00,1067.774327
2/8/2021 13:00:00,1053.083167
2/8/2021 14:00:00,1037.169176
2/8/2021 15:00:00,1024.808821
2/8/2021 16:00:00,1032.900373
2/8/2021 17:00:00,1027.203881
2/8/2021 18:00:00,1037.195761
2/8/2021 19:00:00,1088.243209
2/8/2021 20:00:00,1109.446766
2/8/2021 21:00:00,1110.518102
2/8/2021 22:00:00,1087.821688
2/8/2021 23:00:00,1046.904155
2/9/2021 0:00:00,1013.335373
2/9/2021 1:00:00,1013.163751
2/9/2021 2:00:00,1015.514663
2/9/2021 3:00:00,1023.984935
2/9/2021 4:00:00,1043.35196
2/9/2021 5:00:00,1084.544191
2/9/2021 6:00:00,1154.501437
2/9/2021 7:00:00,1264.232872
2/9/2021 8:00:00,1323.193939
2/9/2021 9:00:00,1338.627984
2/9/2021 10:00:00,1349.746691
2/9/2021 11:00:00,1370.578053
2/9/2021 12:00:00,1359.141168
2/9/2021 13:00:00,1332.936269
2/9/2021 14:00:00,1308.396118
2/9/2021 15:00:00,1272.89959
2/9/2021 16:00:00,1250.442995
2/9/2021 17:00:00,1264.22962
2/9/2021 18:00:00,1269.076235
2/9/2021 19:00:00,1325.322398
2/9/2021 20:00:00,1360.185337
2/9/2021 21:00:00,1357.53939
2/9/2021 22:00:00,1329.284804
2/9/2021 23:00:00,1282.821747
2/10/2021 0:00:00,1253.630058
2/10/2021 1:00:00,1237.57813
2/10/2021 2:00:00,1237.575105
2/10/2021 3:00:00,1238.342697
2/10/2021 4:00:00,1258.690222
2/10/2021 5:00:00,1282.308125
2/10/2021 6:00:00,1342.159447
2/10/2021 7:00:00,1428.113351
2/10/2021 8:00:00,1504.090838
2/10/2021 9:00:00,1515.95622
2/10/2021 10:00:00,1530.821751
2/10/2021 11:00:00,1543.339053
2/10/2021 12:00:00,1537.685834
2/10/2021 13:00:00,1533.91455
2/10/2021 14:00:00,1526.125244
2/10/2021 15:00:00,1512.639338
2/10/2021 16:00:00,1520.253378
2/10/2021 17:00:00,1550.066423
2/10/2021 18:00:00,1580.639117
2/10/2021 19:00:00,1633.838494
2/10/2021 20:00:00,1641.302965
2/10/2021 21:00:00,1640.047717
2/10/2021 22:00:00,1613.179367
2/10/2021 23:00:00,1567.459211
2/11/2021 0:00:00,1534.039354
2/11/2021 1:00:00,1492.76249
2/11/2021 2:00:00,1490.973653
2/11/2021 3:00:00,1501.444852
2/11/2021 4:00:00,1518.555435
2/11/2021 5:00:00,1552.097084
2/11/2021 6:00:00,1622.029727
2/11/2021 7:00:00,1721.742141
2/11/2021 8:00:00,1789.184633
2/11/2021 9:00:00,1766.619879
2/11/2021 10:00:00,1760.832886
2/11/2021 11:00:00,1785.139579
2/11/2021 12:00:00,1802.50042
2/11/2021 13:00:00,1799.043219
2/11/2021 14:00:00,1792.074304
2/11/2021 15:00:00,1760.390669
