Hour Ending,SOUTH
1/31/2021 14:00:00,2936.207547
1/31/2021 15:00:00,2986.540598
1/31/2021 16:00:00,3003.670426
1/31/2021 17:00:00,2993.430035
1/31/2021 18:00:00,2960.332637
1/31/2021 19:00:00,3039.438867
1/31/2021 20:00:00,3067.213717
1/31/2021 21:00:00,2996.21287
1/31/2021 22:00:00,2895.44025
1/31/2021 23:00:00,2737.656435
2/1/2021 0:00:00,2553.014451
2/1/2021 1:00:00,2394.527052
2/1/2021 2:00:00,2311.693042
2/1/2021 3:00:00,2288.254567
2/1/2021 4:00:00,2299.034193
2/1/2021 5:00:00,2363.295627
2/1/2021 6:00:00,2537.729386
2/1/2021 7:00:00,2863.345004
2/1/2021 8:00:00,3188.468904
2/1/2021 9:00:00,3189.550372
2/1/2021 10:00:00,3141.254824
2/1/2021 11:00:00,3076.924694
2/1/2021 12:00:00,3038.960142
2/1/2021 13:00:00,2986.500563
2/1/2021 14:00:00,2948.192275
2/1/2021 15:00:00,2949.766452
2/1/2021 16:00:00,2928.680566
2/1/2021 17:00:00,2866.94825
2/1/2021 18:00:00,2853.227089
2/1/2021 19:00:00,2995.199273
2/1/2021 20:00:00,3061.506181
2/1/2021 21:00:00,3040.421411
2/1/2021 22:00:00,2989.351254
2/1/2021 23:00:00,2883.391956
2/2/2021 0:00:00,2741.154265
2/2/2021 1:00:00,2658.593956
2/2/2021 2:00:00,2625.616264
2/2/2021 3:00:00,2619.949213
2/2/2021 4:00:00,2655.757307
2/2/2021 5:00:00,2748.869004
2/2/2021 6:00:00,2974.377091
2/2/2021 7:00:00,3338.07288
2/2/2021 8:00:00,3540.910013
2/2/2021 9:00:00,3483.615705
2/2/2021 10:00:00,3284.835859
2/2/2021 11:00:00,3101.763789
2/2/2021 12:00:00,2952.953046
2/2/2021 13:00:00,2859.968649
2/2/2021 14:00:00,2832.359062
2/2/2021 15:00:00,2822.816263
2/2/2021 16:00:00,2847.347718
2/2/2021 17:00:00,2863.813988
2/2/2021 18:00:00,2847.094631
2/2/2021 19:00:00,2986.096847
2/2/2021 20:00:00,3068.936128
2/2/2021 21:00:00,3038.477179
2/2/2021 22:00:00,2949.524157
2/2/2021 23:00:00,2803.565393
2/3/2021 0:00:00,2619.586651
2/3/2021 1:00:00,2530.313569
2/3/2021 2:00:00,2452.129535
2/3/2021 3:00:00,2418.884681
2/3/2021 4:00:00,2425.330417
2/3/2021 5:00:00,2475.769442
2/3/2021 6:00:00,2629.303346
2/3/2021 7:00:00,2943.561179
2/3/2021 8:00:00,3067.066259
2/3/2021 9:00:00,3000.738364
2/3/2021 10:00:00,2906.331259
2/3/2021 11:00:00,2857.720057
2/3/2021 12:00:00,2872.871718
2/3/2021 13:00:00,2922.445368
2/3/2021 14:00:00,2993.131895
2/3/2021 15:00:00,3076.560781
2/3/2021 16:00:00,3152.136168
2/3/2021 17:00:00,3191.945925
2/3/2021 18:00:00,3133.501734
2/3/2021 19:00:00,3201.393233
2/3/2021 20:00:00,3245.418046
2/3/2021 21:00:00,3161.817035
2/3/2021 22:00:00,3036.95872
2/3/2021 23:00:00,2848.667433
2/4/2021 0:00:00,2615.219722
2/4/2021 1:00:00,2440.657436
2/4/2021 2:00:00,2323.929078
2/4/2021 3:00:00,2261.561868
2/4/2021 4:00:00,2228.594259
2/4/2021 5:00:00,2248.733714
2/4/2021 6:00:00,2366.538661
2/4/2021 7:00:00,2598.398428
2/4/2021 8:00:00,2712.284204
2/4/2021 9:00:00,2745.972573
2/4/2021 10:00:00,2837.654141
2/4/2021 11:00:00,2949.879113
2/4/2021 12:00:00,3075.07177
2/4/2021 13:00:00,3226.916238
2/4/2021 14:00:00,3370.614037
2/4/2021 15:00:00,3523.503108
2/4/2021 16:00:00,3639.366478
2/4/2021 17:00:00,3662.426606
2/4/2021 18:00:00,3522.861512
2/4/2021 19:00:00,3450.609032
2/4/2021 20:00:00,3412.394397
2/4/2021 21:00:00,3282.260754
2/4/2021 22:00:00,3121.530716
2/4/2021 23:00:00,2908.803802
2/5/2021 0:00:00,2672.016781
2/5/2021 1:00:00,2468.425653
2/5/2021 2:00:00,2330.075786
2/5/2021 3:00:00,2240.736164
2/5/2021 4:00:00,2191.489341
2/5/2021 5:00:00,2213.663403
2/5/2021 6:00:00,2320.187312
2/5/2021 7:00:00,2545.735553
2/5/2021 8:00:00,2672.902187
2/5/2021 9:00:00,2744.079868
2/5/2021 10:00:00,2815.242992
2/5/2021 11:00:00,2860.906484
2/5/2021 12:00:00,2885.729302
2/5/2021 13:00:00,2873.987352
2/5/2021 14:00:00,2863.472265
2/5/2021 15:00:00,2875.371823
2/5/2021 16:00:00,2988.351776
2/5/2021 17:00:00,2904.339546
2/5/2021 18:00:00,2888.463517
2/5/2021 19:00:00,2971.73284
2/5/2021 20:00:00,3006.743418
2/5/2021 21:00:00,2953.873251
2/5/2021 22:00:00,2892.815226
2/5/2021 23:00:00,2793.523943
2/6/2021 0:00:00,2656.549136
2/6/2021 1:00:00,2541.901568
2/6/2021 2:00:00,2450.679604
2/6/2021 3:00:00,2378.146143
2/6/2021 4:00:00,2341.703661
2/6/2021 5:00:00,2329.268637
2/6/2021 6:00:00,2375.363574
2/6/2021 7:00:00,2460.139176
2/6/2021 8:00:00,2537.388058
2/6/2021 9:00:00,2668.358451
2/6/2021 10:00:00,2802.377397
2/6/2021 11:00:00,2860.172671
2/6/2021 12:00:00,2869.511255
2/6/2021 13:00:00,2861.394891
2/6/2021 14:00:00,2846.029549
2/6/2021 15:00:00,2829.009238
2/6/2021 16:00:00,2823.801021
2/6/2021 17:00:00,2851.198234
2/6/2021 18:00:00,2838.977944
2/6/2021 19:00:00,2889.838934
2/6/2021 20:00:00,2937.300216
2/6/2021 21:00:00,2885.008586
2/6/2021 22:00:00,2811.780729
2/6/2021 23:00:00,2726.470752
2/7/2021 0:00:00,2633.758461
2/7/2021 1:00:00,2527.093425
2/7/2021 2:00:00,2453.599812
2/7/2021 3:00:00,2407.372095
2/7/2021 4:00:00,2390.794053
2/7/2021 5:00:00,2418.686986
2/7/2021 6:00:00,2478.568431
2/7/2021 7:00:00,2573.625286
2/7/2021 8:00:00,2665.036037
2/7/2021 9:00:00,2748.861629
2/7/2021 10:00:00,2768.366777
2/7/2021 11:00:00,2740.527175
2/7/2021 12:00:00,2739.725473
2/7/2021 13:00:00,2760.090369
2/7/2021 14:00:00,2820.400888
2/7/2021 15:00:00,2891.050376
2/7/2021 16:00:00,2952.216357
2/7/2021 17:00:00,2958.702806
2/7/2021 18:00:00,2903.270767
2/7/2021 19:00:00,2913.222749
2/7/2021 20:00:00,2947.265534
2/7/2021 21:00:00,2902.972188
2/7/2021 22:00:00,2878.738428
2/7/2021 23:00:00,2784.112803
2/8/2021 0:00:00,2590.018922
2/8/2021 1:00:00,2420.629144
2/8/2021 2:00:00,2310.805096
2/8/2021 3:00:00,2258.928546
2/8/2021 4:00:00,2224.615808
2/8/2021 5:00:00,2252.18182
2/8/2021 6:00:00,2364.425716
2/8/2021 7:00:00,2565.832595
2/8/2021 8:00:00,2661.924346
2/8/2021 9:00:00,2720.74863
2/8/2021 10:00:00,2805.461704
2/8/2021 11:00:00,2890.960483
2/8/2021 12:00:00,2980.529587
2/8/2021 13:00:00,3046.535673
2/8/2021 14:00:00,3131.760458
2/8/2021 15:00:00,3215.091152
2/8/2021 16:00:00,3283.946989
2/8/2021 17:00:00,3376.10392
2/8/2021 18:00:00,3340.425916
2/8/2021 19:00:00,3333.608096
2/8/2021 20:00:00,3333.74239
2/8/2021 21:00:00,3232.529173
2/8/2021 22:00:00,3096.684786
2/8/2021 23:00:00,2894.601611
2/9/2021 0:00:00,2670.41208
2/9/2021 1:00:00,2479.723083
2/9/2021 2:00:00,2368.254067
2/9/2021 3:00:00,2300.936606
2/9/2021 4:00:00,2280.221922
2/9/2021 5:00:00,2305.241963
2/9/2021 6:00:00,2428.4897
2/9/2021 7:00:00,2651.92775
2/9/2021 8:00:00,2760.865996
2/9/2021 9:00:00,2812.461141
2/9/2021 10:00:00,2904.553389
2/9/2021 11:00:00,3044.065175
2/9/2021 12:00:00,3199.267382
2/9/2021 13:00:00,3310.937449
2/9/2021 14:00:00,3453.031716
2/9/2021 15:00:00,3558.229912
2/9/2021 16:00:00,3619.861107
2/9/2021 17:00:00,3621.146917
2/9/2021 18:00:00,3513.593753
2/9/2021 19:00:00,3514.046218
2/9/2021 20:00:00,3528.823616
2/9/2021 21:00:00,3416.34091
2/9/2021 22:00:00,3267.048635
2/9/2021 23:00:00,3060.976226
2/10/2021 0:00:00,2820.053275
2/10/2021 1:00:00,2641.038041
2/10/2021 2:00:00,2505.592543
2/10/2021 3:00:00,2432.557559
2/10/2021 4:00:00,2394.163766
2/10/2021 5:00:00,2393.598954
2/10/2021 6:00:00,2503.668818
2/10/2021 7:00:00,2727.034453
2/10/2021 8:00:00,2865.950074
2/10/2021 9:00:00,2934.738268
2/10/2021 10:00:00,3033.878164
2/10/2021 11:00:00,3156.843016
2/10/2021 12:00:00,3283.468908
2/10/2021 13:00:00,3389.506087
2/10/2021 14:00:00,3498.637798
2/10/2021 15:00:00,3566.319863
2/10/2021 16:00:00,3597.678734
2/10/2021 17:00:00,3595.397886
2/10/2021 18:00:00,3516.292703
2/10/2021 19:00:00,3517.376062
2/10/2021 20:00:00,3520.466763
2/10/2021 21:00:00,3415.990592
2/10/2021 22:00:00,3271.656325
2/10/2021 23:00:00,3082.206177
2/11/2021 0:00:00,2852.418033
2/11/2021 1:00:00,2636.35942
2/11/2021 2:00:00,2517.133723
2/11/2021 3:00:00,2475.526021
2/11/2021 4:00:00,2505.364108
2/11/2021 5:00:00,2561.690271
2/11/2021 6:00:00,2708.314406
2/11/2021 7:00:00,2940.305245
2/11/2021 8:00:00,3123.779112
2/11/2021 9:00:00,3282.263469
2/11/2021 10:00:00,3413.491069
2/11/2021 11:00:00,3518.154978
2/11/2021 12:00:00,3591.389169
2/11/2021 13:00:00,3722.626998
2/11/2021 14:00:00,3746.089623
2/11/2021 15:00:00,3815.299408
