Hour Ending,SCENT
1/31/2021 14:00:00,5458.247412
1/31/2021 15:00:00,5411.147049
1/31/2021 16:00:00,5436.902803
1/31/2021 17:00:00,5550.033384
1/31/2021 18:00:00,5759.881536
1/31/2021 19:00:00,6165.970682
1/31/2021 20:00:00,6285.384204
1/31/2021 21:00:00,6184.219748
1/31/2021 22:00:00,6005.99508
1/31/2021 23:00:00,5716.769908
2/1/2021 0:00:00,5430.732739
2/1/2021 1:00:00,5263.169851
2/1/2021 2:00:00,5223.519892
2/1/2021 3:00:00,5276.542766
2/1/2021 4:00:00,5406.091487
2/1/2021 5:00:00,5704.130002
2/1/2021 6:00:00,6225.205138
2/1/2021 7:00:00,7074.910849
2/1/2021 8:00:00,7537.194377
2/1/2021 9:00:00,7390.231263
2/1/2021 10:00:00,7058.707532
2/1/2021 11:00:00,6681.475053
2/1/2021 12:00:00,6343.274252
2/1/2021 13:00:00,6121.929107
2/1/2021 14:00:00,5962.696405
2/1/2021 15:00:00,5854.040238
2/1/2021 16:00:00,5821.873986
2/1/2021 17:00:00,5905.87297
2/1/2021 18:00:00,6089.501849
2/1/2021 19:00:00,6545.619777
2/1/2021 20:00:00,6693.53546
2/1/2021 21:00:00,6643.804571
2/1/2021 22:00:00,6510.586057
2/1/2021 23:00:00,6214.197207
2/2/2021 0:00:00,5958.638147
2/2/2021 1:00:00,5788.589844
2/2/2021 2:00:00,5691.774053
2/2/2021 3:00:00,5741.909337
2/2/2021 4:00:00,5824.730219
2/2/2021 5:00:00,6059.992013
2/2/2021 6:00:00,6601.458874
2/2/2021 7:00:00,7392.844426
2/2/2021 8:00:00,7834.659682
2/2/2021 9:00:00,7649.786966
2/2/2021 10:00:00,7123.099529
2/2/2021 11:00:00,6652.232386
2/2/2021 12:00:00,6319.7584
2/2/2021 13:00:00,6041.84579
2/2/2021 14:00:00,5849.896599
2/2/2021 15:00:00,5742.111761
2/2/2021 16:00:00,5738.580898
2/2/2021 17:00:00,5840.144948
2/2/2021 18:00:00,6035.802911
2/2/2021 19:00:00,6450.117994
2/2/2021 20:00:00,6522.461754
2/2/2021 21:00:00,6423.604958
2/2/2021 22:00:00,6226.745884
2/2/2021 23:00:00,5873.383777
2/3/2021 0:00:00,5555.262257
2/3/2021 1:00:00,5351.406891
2/3/2021 2:00:00,5271.179713
2/3/2021 3:00:00,5272.795115
2/3/2021 4:00:00,5377.192069
2/3/2021 5:00:00,5634.261143
2/3/2021 6:00:00,6088.015482
2/3/2021 7:00:00,6774.979693
2/3/2021 8:00:00,7159.381525
2/3/2021 9:00:00,6992.824243
2/3/2021 10:00:00,6569.036625
2/3/2021 11:00:00,6195.184088
2/3/2021 12:00:00,5966.676622
2/3/2021 13:00:00,5827.974007
2/3/2021 14:00:00,5748.870054
2/3/2021 15:00:00,5756.995242
2/3/2021 16:00:00,5878.912406
2/3/2021 17:00:00,5990.810439
2/3/2021 18:00:00,6181.62489
2/3/2021 19:00:00,6461.816193
2/3/2021 20:00:00,6478.208357
2/3/2021 21:00:00,6304.879468
2/3/2021 22:00:00,6022.690699
2/3/2021 23:00:00,5610.216233
2/4/2021 0:00:00,5181.434811
2/4/2021 1:00:00,4851.45191
2/4/2021 2:00:00,4677.567084
2/4/2021 3:00:00,4573.857752
2/4/2021 4:00:00,4551.696469
2/4/2021 5:00:00,4665.546936
2/4/2021 6:00:00,4953.552245
2/4/2021 7:00:00,5460.58204
2/4/2021 8:00:00,5791.331641
2/4/2021 9:00:00,5938.758291
2/4/2021 10:00:00,6007.767428
2/4/2021 11:00:00,5988.281284
2/4/2021 12:00:00,5961.768849
2/4/2021 13:00:00,6060.384239
2/4/2021 14:00:00,6196.223228
2/4/2021 15:00:00,6338.727906
2/4/2021 16:00:00,6482.212608
2/4/2021 17:00:00,6515.63785
2/4/2021 18:00:00,6449.207366
2/4/2021 19:00:00,6583.126664
2/4/2021 20:00:00,6494.189865
2/4/2021 21:00:00,6263.944352
2/4/2021 22:00:00,5962.260536
2/4/2021 23:00:00,5585.089237
2/5/2021 0:00:00,5219.535968
2/5/2021 1:00:00,4805.970505
2/5/2021 2:00:00,4665.336785
2/5/2021 3:00:00,4646.870733
2/5/2021 4:00:00,4707.790441
2/5/2021 5:00:00,4897.867939
2/5/2021 6:00:00,5323.269208
2/5/2021 7:00:00,5989.715795
2/5/2021 8:00:00,6502.921383
2/5/2021 9:00:00,6763.850257
2/5/2021 10:00:00,6928.501755
2/5/2021 11:00:00,6843.389883
2/5/2021 12:00:00,6790.186945
2/5/2021 13:00:00,6637.917636
2/5/2021 14:00:00,6420.283426
2/5/2021 15:00:00,6185.245083
2/5/2021 16:00:00,6088.321695
2/5/2021 17:00:00,6123.005616
2/5/2021 18:00:00,6308.103632
2/5/2021 19:00:00,6678.458327
2/5/2021 20:00:00,6753.670654
2/5/2021 21:00:00,6647.877202
2/5/2021 22:00:00,6514.539141
2/5/2021 23:00:00,6257.279349
2/6/2021 0:00:00,5938.651675
2/6/2021 1:00:00,5644.389183
2/6/2021 2:00:00,5456.464213
2/6/2021 3:00:00,5342.648536
2/6/2021 4:00:00,5252.091897
2/6/2021 5:00:00,5267.226895
2/6/2021 6:00:00,5446.678821
2/6/2021 7:00:00,5712.820507
2/6/2021 8:00:00,6010.250632
2/6/2021 9:00:00,6270.939918
2/6/2021 10:00:00,6390.761327
2/6/2021 11:00:00,6329.672979
2/6/2021 12:00:00,5987.392991
2/6/2021 13:00:00,5672.021883
2/6/2021 14:00:00,5509.070149
2/6/2021 15:00:00,5442.804486
2/6/2021 16:00:00,5449.530392
2/6/2021 17:00:00,5509.707023
2/6/2021 18:00:00,5641.852943
2/6/2021 19:00:00,5859.456398
2/6/2021 20:00:00,5991.655004
2/6/2021 21:00:00,5915.082972
2/6/2021 22:00:00,5776.316185
2/6/2021 23:00:00,5603.252666
2/7/2021 0:00:00,5398.320535
2/7/2021 1:00:00,5262.924265
2/7/2021 2:00:00,5191.116446
2/7/2021 3:00:00,5184.224289
2/7/2021 4:00:00,5281.555431
2/7/2021 5:00:00,5439.542497
2/7/2021 6:00:00,5714.958924
2/7/2021 7:00:00,6111.606406
2/7/2021 8:00:00,6566.18738
2/7/2021 9:00:00,6658.358793
2/7/2021 10:00:00,6484.979811
2/7/2021 11:00:00,6220.831139
2/7/2021 12:00:00,5957.959087
2/7/2021 13:00:00,5740.318203
2/7/2021 14:00:00,5584.779045
2/7/2021 15:00:00,5502.053247
2/7/2021 16:00:00,5541.342935
2/7/2021 17:00:00,5653.535415
2/7/2021 18:00:00,5795.989857
2/7/2021 19:00:00,5943.19904
2/7/2021 20:00:00,5957.001367
2/7/2021 21:00:00,5903.409529
2/7/2021 22:00:00,5814.092811
2/7/2021 23:00:00,5578.0366
2/8/2021 0:00:00,5193.296561
2/8/2021 1:00:00,4926.57535
2/8/2021 2:00:00,4787.20551
2/8/2021 3:00:00,4749.571444
2/8/2021 4:00:00,4790.771878
2/8/2021 5:00:00,4949.810078
2/8/2021 6:00:00,5325.335494
2/8/2021 7:00:00,5917.070344
2/8/2021 8:00:00,6276.289648
2/8/2021 9:00:00,6330.628066
2/8/2021 10:00:00,6365.491945
2/8/2021 11:00:00,6322.341584
2/8/2021 12:00:00,6160.820778
2/8/2021 13:00:00,6051.049411
2/8/2021 14:00:00,5990.30781
2/8/2021 15:00:00,5931.725468
2/8/2021 16:00:00,5879.620348
2/8/2021 17:00:00,6017.77547
2/8/2021 18:00:00,6180.266128
2/8/2021 19:00:00,6476.738103
2/8/2021 20:00:00,6504.724277
2/8/2021 21:00:00,6270.721765
2/8/2021 22:00:00,5993.742688
2/8/2021 23:00:00,5555.007916
2/9/2021 0:00:00,5139.813289
2/9/2021 1:00:00,4833.059019
2/9/2021 2:00:00,4660.304421
2/9/2021 3:00:00,4515.619468
2/9/2021 4:00:00,4492.300028
2/9/2021 5:00:00,4583.535579
2/9/2021 6:00:00,4904.547547
2/9/2021 7:00:00,5398.162192
2/9/2021 8:00:00,5837.367421
2/9/2021 9:00:00,6046.905907
2/9/2021 10:00:00,6141.535449
2/9/2021 11:00:00,6210.819463
2/9/2021 12:00:00,6211.723753
2/9/2021 13:00:00,6198.44144
2/9/2021 14:00:00,6139.06958
2/9/2021 15:00:00,6115.359329
2/9/2021 16:00:00,6155.618128
2/9/2021 17:00:00,6227.680262
2/9/2021 18:00:00,6353.854087
2/9/2021 19:00:00,6630.061231
2/9/2021 20:00:00,6675.459909
2/9/2021 21:00:00,6486.063197
2/9/2021 22:00:00,6201.643697
2/9/2021 23:00:00,5798.020478
2/10/2021 0:00:00,5374.479971
2/10/2021 1:00:00,5155.515018
2/10/2021 2:00:00,5008.257437
2/10/2021 3:00:00,4984.729084
2/10/2021 4:00:00,5055.070169
2/10/2021 5:00:00,5271.308066
2/10/2021 6:00:00,5704.531691
2/10/2021 7:00:00,6367.006078
2/10/2021 8:00:00,6889.913932
2/10/2021 9:00:00,7125.35791
2/10/2021 10:00:00,7299.980263
2/10/2021 11:00:00,7423.980741
2/10/2021 12:00:00,7475.26001
2/10/2021 13:00:00,7484.466619
2/10/2021 14:00:00,7469.634354
2/10/2021 15:00:00,7475.586346
2/10/2021 16:00:00,7549.032246
2/10/2021 17:00:00,7774.067256
2/10/2021 18:00:00,8170.755651
2/10/2021 19:00:00,8566.605777
2/10/2021 20:00:00,8650.120831
2/10/2021 21:00:00,8584.866418
2/10/2021 22:00:00,8328.873959
2/10/2021 23:00:00,7959.985348
2/11/2021 0:00:00,7639.097995
2/11/2021 1:00:00,7486.492494
2/11/2021 2:00:00,7418.315283
2/11/2021 3:00:00,7437.72541
2/11/2021 4:00:00,7599.070715
2/11/2021 5:00:00,7916.756325
2/11/2021 6:00:00,8477.899214
2/11/2021 7:00:00,9306.587885
2/11/2021 8:00:00,9918.990091
2/11/2021 9:00:00,10228.209268
2/11/2021 10:00:00,10498.156009
2/11/2021 11:00:00,10761.049107
2/11/2021 12:00:00,10941.49348
2/11/2021 13:00:00,10894.205693
2/11/2021 14:00:00,10787.315715
2/11/2021 15:00:00,10647.447368
