Hour Ending,NCENT
1/31/2021 14:00:00,11696.642013
1/31/2021 15:00:00,11293.121596
1/31/2021 16:00:00,11071.602342
1/31/2021 17:00:00,11137.564004
1/31/2021 18:00:00,11614.670555
1/31/2021 19:00:00,12582.409257
1/31/2021 20:00:00,12904.078123
1/31/2021 21:00:00,12914.515548
1/31/2021 22:00:00,12711.195352
1/31/2021 23:00:00,12142.461819
2/1/2021 0:00:00,11631.777151
2/1/2021 1:00:00,11308.494395
2/1/2021 2:00:00,11283.921653
2/1/2021 3:00:00,11432.988239
2/1/2021 4:00:00,11740.57003
2/1/2021 5:00:00,12422.994336
2/1/2021 6:00:00,13575.6346
2/1/2021 7:00:00,15203.990794
2/1/2021 8:00:00,16184.016131
2/1/2021 9:00:00,15802.804654
2/1/2021 10:00:00,15008.166256
2/1/2021 11:00:00,14301.022979
2/1/2021 12:00:00,13639.088769
2/1/2021 13:00:00,12926.551403
2/1/2021 14:00:00,12430.997488
2/1/2021 15:00:00,11987.664918
2/1/2021 16:00:00,11657.897241
2/1/2021 17:00:00,11655.076466
2/1/2021 18:00:00,12059.025123
2/1/2021 19:00:00,13009.784046
2/1/2021 20:00:00,13325.397373
2/1/2021 21:00:00,13333.245567
2/1/2021 22:00:00,13193.216747
2/1/2021 23:00:00,12637.367738
2/2/2021 0:00:00,12083.92329
2/2/2021 1:00:00,11563.299083
2/2/2021 2:00:00,11376.032886
2/2/2021 3:00:00,11373.360837
2/2/2021 4:00:00,11525.846351
2/2/2021 5:00:00,12052.422506
2/2/2021 6:00:00,13018.811101
2/2/2021 7:00:00,14368.897162
2/2/2021 8:00:00,15139.066254
2/2/2021 9:00:00,14872.516251
2/2/2021 10:00:00,14104.798744
2/2/2021 11:00:00,13533.17766
2/2/2021 12:00:00,12923.230158
2/2/2021 13:00:00,12350.29474
2/2/2021 14:00:00,11879.261608
2/2/2021 15:00:00,11460.589296
2/2/2021 16:00:00,11158.561704
2/2/2021 17:00:00,11168.861656
2/2/2021 18:00:00,11521.456457
2/2/2021 19:00:00,12319.522771
2/2/2021 20:00:00,12493.530591
2/2/2021 21:00:00,12423.732206
2/2/2021 22:00:00,12141.947407
2/2/2021 23:00:00,11529.627374
2/3/2021 0:00:00,10950.694801
2/3/2021 1:00:00,10634.849578
2/3/2021 2:00:00,10509.301295
2/3/2021 3:00:00,10504.607333
2/3/2021 4:00:00,10706.423609
2/3/2021 5:00:00,11214.320515
2/3/2021 6:00:00,12173.286468
2/3/2021 7:00:00,13662.678412
2/3/2021 8:00:00,14314.307316
2/3/2021 9:00:00,14078.830199
2/3/2021 10:00:00,13425.893352
2/3/2021 11:00:00,12772.466769
2/3/2021 12:00:00,12226.875761
2/3/2021 13:00:00,11752.482908
2/3/2021 14:00:00,11432.918913
2/3/2021 15:00:00,11220.71873
2/3/2021 16:00:00,11111.230774
2/3/2021 17:00:00,11216.056852
2/3/2021 18:00:00,11432.660451
2/3/2021 19:00:00,12053.068242
2/3/2021 20:00:00,12129.026535
2/3/2021 21:00:00,11887.811846
2/3/2021 22:00:00,11371.540065
2/3/2021 23:00:00,10601.25876
2/4/2021 0:00:00,9782.391752
2/4/2021 1:00:00,9262.13852
2/4/2021 2:00:00,8935.599487
2/4/2021 3:00:00,8705.965225
2/4/2021 4:00:00,8636.753491
2/4/2021 5:00:00,8883.828774
2/4/2021 6:00:00,9579.209938
2/4/2021 7:00:00,10663.056366
2/4/2021 8:00:00,11311.680594
2/4/2021 9:00:00,11429.57823
2/4/2021 10:00:00,11651.91679
2/4/2021 11:00:00,11755.515022
2/4/2021 12:00:00,11792.323161
2/4/2021 13:00:00,11767.853157
2/4/2021 14:00:00,11584.409384
2/4/2021 15:00:00,11310.225597
2/4/2021 16:00:00,11096.846511
2/4/2021 17:00:00,11104.790775
2/4/2021 18:00:00,11410.167933
2/4/2021 19:00:00,12180.280311
2/4/2021 20:00:00,12385.271659
2/4/2021 21:00:00,12352.981228
2/4/2021 22:00:00,12047.088401
2/4/2021 23:00:00,11484.713688
2/5/2021 0:00:00,10926.502088
2/5/2021 1:00:00,10665.118633
2/5/2021 2:00:00,10551.286668
2/5/2021 3:00:00,10681.719949
2/5/2021 4:00:00,10880.769552
2/5/2021 5:00:00,11342.161207
2/5/2021 6:00:00,12281.040043
2/5/2021 7:00:00,13683.721161
2/5/2021 8:00:00,14493.298153
2/5/2021 9:00:00,14547.24414
2/5/2021 10:00:00,14380.084647
2/5/2021 11:00:00,13990.463428
2/5/2021 12:00:00,13360.861128
2/5/2021 13:00:00,12846.511838
2/5/2021 14:00:00,12235.297264
2/5/2021 15:00:00,11738.061478
2/5/2021 16:00:00,11417.707883
2/5/2021 17:00:00,11344.151785
2/5/2021 18:00:00,11645.408174
2/5/2021 19:00:00,12454.535306
2/5/2021 20:00:00,12650.247178
2/5/2021 21:00:00,12662.077158
2/5/2021 22:00:00,12581.262216
2/5/2021 23:00:00,12171.790631
2/6/2021 0:00:00,11746.101237
2/6/2021 1:00:00,11229.18939
2/6/2021 2:00:00,11017.097731
2/6/2021 3:00:00,10953.401935
2/6/2021 4:00:00,11018.510029
2/6/2021 5:00:00,11229.170781
2/6/2021 6:00:00,11491.202468
2/6/2021 7:00:00,12047.812253
2/6/2021 8:00:00,12663.649697
2/6/2021 9:00:00,13208.211638
2/6/2021 10:00:00,13673.417443
2/6/2021 11:00:00,13706.851944
2/6/2021 12:00:00,13273.076057
2/6/2021 13:00:00,12746.097099
2/6/2021 14:00:00,11955.986087
2/6/2021 15:00:00,11418.975258
2/6/2021 16:00:00,11087.060695
2/6/2021 17:00:00,11084.561408
2/6/2021 18:00:00,11448.193183
2/6/2021 19:00:00,12096.984186
2/6/2021 20:00:00,12407.106687
2/6/2021 21:00:00,12406.618662
2/6/2021 22:00:00,12258.243795
2/6/2021 23:00:00,11967.403205
2/7/2021 0:00:00,11647.299899
2/7/2021 1:00:00,11523.634085
2/7/2021 2:00:00,11455.107504
2/7/2021 3:00:00,11568.795118
2/7/2021 4:00:00,11845.148203
2/7/2021 5:00:00,12215.244961
2/7/2021 6:00:00,12657.990285
2/7/2021 7:00:00,13160.107352
2/7/2021 8:00:00,13724.220298
2/7/2021 9:00:00,14261.419718
2/7/2021 10:00:00,14611.839899
2/7/2021 11:00:00,14527.030409
2/7/2021 12:00:00,13884.609287
2/7/2021 13:00:00,12913.668391
2/7/2021 14:00:00,12177.612759
2/7/2021 15:00:00,11608.737157
2/7/2021 16:00:00,11289.43588
2/7/2021 17:00:00,11234.604077
2/7/2021 18:00:00,11478.305724
2/7/2021 19:00:00,11947.632479
2/7/2021 20:00:00,12234.906981
2/7/2021 21:00:00,12348.670769
2/7/2021 22:00:00,12373.357888
2/7/2021 23:00:00,11914.556198
2/8/2021 0:00:00,11291.423425
2/8/2021 1:00:00,10771.325708
2/8/2021 2:00:00,10565.999444
2/8/2021 3:00:00,10514.123333
2/8/2021 4:00:00,10550.823039
2/8/2021 5:00:00,10853.751405
2/8/2021 6:00:00,11575.745915
2/8/2021 7:00:00,12762.579916
2/8/2021 8:00:00,13441.571698
2/8/2021 9:00:00,13495.615134
2/8/2021 10:00:00,13498.32244
2/8/2021 11:00:00,13417.546324
2/8/2021 12:00:00,13212.039843
2/8/2021 13:00:00,12848.85878
2/8/2021 14:00:00,12449.069931
2/8/2021 15:00:00,11898.901203
2/8/2021 16:00:00,11527.597587
2/8/2021 17:00:00,11453.961859
2/8/2021 18:00:00,11753.352745
2/8/2021 19:00:00,12517.373752
2/8/2021 20:00:00,12754.747138
2/8/2021 21:00:00,12798.992206
2/8/2021 22:00:00,12583.803854
2/8/2021 23:00:00,12053.462685
2/9/2021 0:00:00,11605.287491
2/9/2021 1:00:00,11298.232806
2/9/2021 2:00:00,11327.33744
2/9/2021 3:00:00,11542.391322
2/9/2021 4:00:00,11919.874947
2/9/2021 5:00:00,12699.335751
2/9/2021 6:00:00,14017.18824
2/9/2021 7:00:00,15633.263714
2/9/2021 8:00:00,16951.882784
2/9/2021 9:00:00,17447.001899
2/9/2021 10:00:00,17722.394791
2/9/2021 11:00:00,17953.905217
2/9/2021 12:00:00,17849.046365
2/9/2021 13:00:00,17511.586681
2/9/2021 14:00:00,17071.656275
2/9/2021 15:00:00,16607.782366
2/9/2021 16:00:00,16338.839224
2/9/2021 17:00:00,16622.930415
2/9/2021 18:00:00,17293.327593
2/9/2021 19:00:00,18039.056943
2/9/2021 20:00:00,18090.421205
2/9/2021 21:00:00,17797.421421
2/9/2021 22:00:00,17233.468643
2/9/2021 23:00:00,16347.081048
2/10/2021 0:00:00,15523.082514
2/10/2021 1:00:00,15046.696007
2/10/2021 2:00:00,14989.341755
2/10/2021 3:00:00,15074.344508
2/10/2021 4:00:00,15326.987159
2/10/2021 5:00:00,15847.36299
2/10/2021 6:00:00,16838.711206
2/10/2021 7:00:00,18276.699386
2/10/2021 8:00:00,19171.517923
2/10/2021 9:00:00,19250.017522
2/10/2021 10:00:00,19327.278259
2/10/2021 11:00:00,19408.584603
2/10/2021 12:00:00,19420.458641
2/10/2021 13:00:00,19259.416716
2/10/2021 14:00:00,19105.245048
2/10/2021 15:00:00,18947.9584
2/10/2021 16:00:00,18964.794678
2/10/2021 17:00:00,19255.513981
2/10/2021 18:00:00,19788.797086
2/10/2021 19:00:00,20194.663006
2/10/2021 20:00:00,20124.540207
2/10/2021 21:00:00,19836.546309
2/10/2021 22:00:00,19279.649163
2/10/2021 23:00:00,18316.02998
2/11/2021 0:00:00,17515.209597
2/11/2021 1:00:00,17607.072561
2/11/2021 2:00:00,17528.743483
2/11/2021 3:00:00,17584.555475
2/11/2021 4:00:00,17722.8072
2/11/2021 5:00:00,18272.344267
2/11/2021 6:00:00,19195.15787
2/11/2021 7:00:00,20304.802132
2/11/2021 8:00:00,21299.821
2/11/2021 9:00:00,21667.197725
2/11/2021 10:00:00,21893.182884
2/11/2021 11:00:00,21931.969922
2/11/2021 12:00:00,21832.612948
2/11/2021 13:00:00,21566.913403
2/11/2021 14:00:00,21315.295757
2/11/2021 15:00:00,21059.328113
