unique_id,timestamp,value
COAST,2021-08-01 14:00:00,18961.86
COAST,2021-08-01 15:00:00,19393.96
COAST,2021-08-01 16:00:00,19265.43
COAST,2021-08-01 17:00:00,19110.55
COAST,2021-08-01 18:00:00,19084.93
COAST,2021-08-01 19:00:00,18964.54
COAST,2021-08-01 20:00:00,18459.15
COAST,2021-08-01 21:00:00,18024.58
COAST,2021-08-01 22:00:00,17523.78
COAST,2021-08-01 23:00:00,16671.45
COAST,2021-08-02 00:00:00,15811.61
COAST,2021-08-02 01:00:00,15041.69
COAST,2021-08-02 02:00:00,14364.8
COAST,2021-08-02 03:00:00,13906.88
COAST,2021-08-02 04:00:00,13693.87
COAST,2021-08-02 05:00:00,13634.37
COAST,2021-08-02 06:00:00,13830.38
COAST,2021-08-02 07:00:00,14104.78
COAST,2021-08-02 08:00:00,14298.5
COAST,2021-08-02 09:00:00,15072.7
COAST,2021-08-02 10:00:00,16141.93
COAST,2021-08-02 11:00:00,17282.66
COAST,2021-08-02 12:00:00,18179.81
COAST,2021-08-02 13:00:00,18829.92
COAST,2021-08-02 14:00:00,19411.96
COAST,2021-08-02 15:00:00,19736.4
COAST,2021-08-02 16:00:00,19820.64
COAST,2021-08-02 17:00:00,19939.14
COAST,2021-08-02 18:00:00,19844.99
COAST,2021-08-02 19:00:00,19241.46
COAST,2021-08-02 20:00:00,18451.94
COAST,2021-08-02 21:00:00,17930.21
COAST,2021-08-02 22:00:00,17325.9
COAST,2021-08-02 23:00:00,16363.5
COAST,2021-08-03 00:00:00,15382.99
COAST,2021-08-03 01:00:00,14442.92
COAST,2021-08-03 02:00:00,13768.76
COAST,2021-08-03 03:00:00,13328.38
COAST,2021-08-03 04:00:00,13076.92
COAST,2021-08-03 05:00:00,13063.95
COAST,2021-08-03 06:00:00,13376.44
COAST,2021-08-03 07:00:00,13733.48
COAST,2021-08-03 08:00:00,13892.8
COAST,2021-08-03 09:00:00,14141.16
COAST,2021-08-03 10:00:00,14602.01
COAST,2021-08-03 11:00:00,15289.01
COAST,2021-08-03 12:00:00,15995.1
COAST,2021-08-03 13:00:00,16914.23
COAST,2021-08-03 14:00:00,17849.86
COAST,2021-08-03 15:00:00,18588.82
COAST,2021-08-03 16:00:00,18875.1
COAST,2021-08-03 17:00:00,19083.68
COAST,2021-08-03 18:00:00,18998.17
COAST,2021-08-03 19:00:00,18387.4
COAST,2021-08-03 20:00:00,17787.84
COAST,2021-08-03 21:00:00,17257.51
COAST,2021-08-03 22:00:00,16567.61
COAST,2021-08-03 23:00:00,15612.14
COAST,2021-08-04 00:00:00,14729.6
COAST,2021-08-04 01:00:00,14007.25
COAST,2021-08-04 02:00:00,13405.58
COAST,2021-08-04 03:00:00,12970.68
COAST,2021-08-04 04:00:00,12775.86
COAST,2021-08-04 05:00:00,12767.52
COAST,2021-08-04 06:00:00,13103.74
COAST,2021-08-04 07:00:00,13437.66
COAST,2021-08-04 08:00:00,13641.54
COAST,2021-08-04 09:00:00,14095.43
COAST,2021-08-04 10:00:00,14932.85
COAST,2021-08-04 11:00:00,15892.25
COAST,2021-08-04 12:00:00,16757.94
COAST,2021-08-04 13:00:00,17390.55
COAST,2021-08-04 14:00:00,17654.32
COAST,2021-08-04 15:00:00,17851.82
COAST,2021-08-04 16:00:00,18128.91
COAST,2021-08-04 17:00:00,17967.41
COAST,2021-08-04 18:00:00,17604.25
COAST,2021-08-04 19:00:00,17182.66
COAST,2021-08-04 20:00:00,16728.06
COAST,2021-08-04 21:00:00,16520.98
COAST,2021-08-04 22:00:00,16129.67
COAST,2021-08-04 23:00:00,15435.07
COAST,2021-08-05 00:00:00,14706.57
COAST,2021-08-05 01:00:00,14114.09
COAST,2021-08-05 02:00:00,13633.41
COAST,2021-08-05 03:00:00,13234.03
COAST,2021-08-05 04:00:00,12963.37
COAST,2021-08-05 05:00:00,12907.18
COAST,2021-08-05 06:00:00,13142.92
COAST,2021-08-05 07:00:00,13452.37
COAST,2021-08-05 08:00:00,13580.97
COAST,2021-08-05 09:00:00,14138.87
COAST,2021-08-05 10:00:00,14992.38
COAST,2021-08-05 11:00:00,16005.63
COAST,2021-08-05 12:00:00,16856.88
COAST,2021-08-05 13:00:00,17271.3
COAST,2021-08-05 14:00:00,17229.95
COAST,2021-08-05 15:00:00,16907.48
COAST,2021-08-05 16:00:00,16788.25
COAST,2021-08-05 17:00:00,16725.66
COAST,2021-08-05 18:00:00,16661.79
COAST,2021-08-05 19:00:00,16386.96
COAST,2021-08-05 20:00:00,16014.66
COAST,2021-08-05 21:00:00,15810.52
COAST,2021-08-05 22:00:00,15408.06
COAST,2021-08-05 23:00:00,14677.12
COAST,2021-08-06 00:00:00,13831.87
COAST,2021-08-06 01:00:00,13049.27
COAST,2021-08-06 02:00:00,12507.1
COAST,2021-08-06 03:00:00,12164.41
COAST,2021-08-06 04:00:00,12011.27
COAST,2021-08-06 05:00:00,12070.46
COAST,2021-08-06 06:00:00,12425.12
COAST,2021-08-06 07:00:00,12830.44
COAST,2021-08-06 08:00:00,13023.86
COAST,2021-08-06 09:00:00,13748.88
COAST,2021-08-06 10:00:00,14848.89
COAST,2021-08-06 11:00:00,15945.48
COAST,2021-08-06 12:00:00,16729.57
COAST,2021-08-06 13:00:00,17698.27
COAST,2021-08-06 14:00:00,18500.41
COAST,2021-08-06 15:00:00,18723.85
COAST,2021-08-06 16:00:00,18376.57
COAST,2021-08-06 17:00:00,17768.06
COAST,2021-08-06 18:00:00,17119.79
COAST,2021-08-06 19:00:00,16418.39
COAST,2021-08-06 20:00:00,15949.2
COAST,2021-08-06 21:00:00,15808.08
COAST,2021-08-06 22:00:00,15556.27
COAST,2021-08-06 23:00:00,14943.65
COAST,2021-08-07 00:00:00,14281.52
COAST,2021-08-07 01:00:00,13649.66
COAST,2021-08-07 02:00:00,13137.7
COAST,2021-08-07 03:00:00,12724.2
COAST,2021-08-07 04:00:00,12491.1
COAST,2021-08-07 05:00:00,12329.37
COAST,2021-08-07 06:00:00,12348.28
COAST,2021-08-07 07:00:00,12440.35
COAST,2021-08-07 08:00:00,12613.02
COAST,2021-08-07 09:00:00,13570.94
COAST,2021-08-07 10:00:00,14934.54
COAST,2021-08-07 11:00:00,16263.97
COAST,2021-08-07 12:00:00,17466.68
COAST,2021-08-07 13:00:00,18438.75
COAST,2021-08-07 14:00:00,19045.11
COAST,2021-08-07 15:00:00,19009.02
COAST,2021-08-07 16:00:00,19044.67
COAST,2021-08-07 17:00:00,19248.05
COAST,2021-08-07 18:00:00,19237.45
COAST,2021-08-07 19:00:00,18870.07
COAST,2021-08-07 20:00:00,18106.97
COAST,2021-08-07 21:00:00,17512.87
COAST,2021-08-07 22:00:00,16916.92
COAST,2021-08-07 23:00:00,16196.06
COAST,2021-08-08 00:00:00,15481.62
COAST,2021-08-08 01:00:00,14832.07
COAST,2021-08-08 02:00:00,14261.77
COAST,2021-08-08 03:00:00,13827.26
COAST,2021-08-08 04:00:00,13514.02
COAST,2021-08-08 05:00:00,13277.11
COAST,2021-08-08 06:00:00,13107.53
COAST,2021-08-08 07:00:00,12925.43
COAST,2021-08-08 08:00:00,12892.57
COAST,2021-08-08 09:00:00,13874.02
COAST,2021-08-08 10:00:00,15245.88
COAST,2021-08-08 11:00:00,16573.12
COAST,2021-08-08 12:00:00,17719.12
COAST,2021-08-08 13:00:00,18521.77
